k, 10, 25, 50, 100, 150, 175, 200, 500,
3, 288, 364, 287, 271, 293, 300, 283, 326, 
3, 245, 363, 275, 280, 286, 307, 282, 333, 
3, 239, 360, 276, 286, 320, 306, 279, 324, 
3, 266, 379, 288, 279, 284, 296, 301, 321, 
3, 278, 270, 260, 307, 315, 298, 307, 325, 
3, 234, 373, 300, 296, 305, 331, 270, 329, 
3, 269, 328, 286, 295, 309, 316, 320, 297, 
3, 241, 369, 292, 285, 292, 457, 292, 291, 
3, 257, 368, 255, 305, 304, 275, 313, 348, 
3, 256, 351, 265, 299, 282, 387, 282, 314, 
5, 173, 216, 192, 213, 239, 218, 227, 221, 
5, 178, 204, 177, 198, 204, 236, 221, 229, 
5, 190, 232, 207, 194, 194, 256, 238, 218, 
5, 160, 250, 213, 222, 203, 210, 216, 224, 
5, 175, 148, 189, 180, 230, 213, 190, 216, 
5, 195, 188, 203, 200, 201, 244, 224, 186, 
5, 161, 177, 213, 210, 198, 226, 206, 246, 
5, 178, 226, 211, 190, 241, 246, 189, 234, 
5, 187, 181, 204, 228, 197, 256, 174, 209, 
5, 175, 189, 206, 206, 206, 222, 228, 220, 
10, 0, 128, 60, 72, 61, 102, 79, 79, 
10, 0, 104, 57, 53, 65, 127, 73, 92, 
10, 0, 121, 48, 63, 78, 122, 77, 84, 
10, 0, 126, 57, 74, 82, 136, 78, 78, 
10, 0, 100, 55, 72, 75, 109, 71, 81, 
10, 0, 110, 68, 57, 73, 93, 69, 81, 
10, 0, 93, 58, 71, 66, 125, 73, 80, 
10, 0, 130, 53, 62, 52, 116, 70, 80, 
10, 0, 140, 69, 67, 66, 104, 81, 88, 
10, 0, 103, 55, 74, 58, 115, 80, 80, 
20, 0, 27, 27, 41, 42, 48, 42, 53, 
20, 0, 20, 29, 40, 40, 51, 45, 53, 
20, 0, 22, 28, 44, 40, 49, 46, 51, 
20, 0, 17, 29, 35, 44, 58, 46, 50, 
20, 0, 23, 36, 39, 42, 54, 44, 51, 
20, 0, 27, 30, 36, 46, 56, 44, 52, 
20, 0, 18, 32, 38, 40, 50, 44, 57, 
20, 0, 17, 29, 38, 42, 50, 43, 51, 
20, 0, 22, 29, 39, 41, 50, 42, 54, 
20, 0, 23, 31, 38, 44, 51, 45, 53, 
